select_date,ts_code,symbol,pct_chg,index_pct_chg
20221103,TQQQ,TQQQ[纳斯达克3倍做多],-0.062,0
20221103,ASML,ASML[ASML Holding NV],-0.012,0
20221103,ADBE,"ADBE[Adobe, Inc.]",-0.051,0
20221103,ACN,ACN[Accenture Plc],-0.059,0
20221102,TQQQ,TQQQ[纳斯达克3倍做多],-0.11,0
20221101,TQQQ,TQQQ[纳斯达克3倍做多],-0.033,0
20221101,WEBL,WEBL[美国互联网指数3倍做多],-0.033,0
20221031,WEBL,WEBL[美国互联网指数3倍做多],-0.039,0
20221028,WEBL,WEBL[美国互联网指数3倍做多],0.012,0
20221027,TQQQ,TQQQ[纳斯达克3倍做多],-0.059,0
20221027,WEBL,WEBL[美国互联网指数3倍做多],-0.05,0
20221007,SOXS,SOXS[半导体指数3倍做空],0.179,0
20221007,WEBS,WEBS[美国互联网指数3倍做空],0.128,0
20221006,SQQQ,SQQQ[纳斯达克3倍做空],0.027,0
20221006,SOXS,SOXS[半导体指数3倍做空],0.019,0
20221006,UVIX,UVIX[VIX恐慌指数2倍做多],0.059,0
20221006,WEBS,WEBS[美国互联网指数3倍做空],0.002,0
20221005,SOXS,SOXS[半导体指数3倍做空],-0.028,0
20221005,UVIX,UVIX[VIX恐慌指数2倍做多],0.015,0
20221005,WEBS,WEBS[美国互联网指数3倍做空],0.006,0
20221004,UVIX,UVIX[VIX恐慌指数2倍做多],-0.077,0
20221004,WEBS,WEBS[美国互联网指数3倍做空],-0.145,0
20221003,UVIX,UVIX[VIX恐慌指数2倍做多],-0.088,0
20221003,WEBS,WEBS[美国互联网指数3倍做空],-0.069,0
20221003,PDD,"PDD[PDD Holdings, Inc.]",0.001,0
20220930,PDD,"PDD[PDD Holdings, Inc.]",0.03,0
20220929,PDD,"PDD[PDD Holdings, Inc.]",-0.035,0
20220928,UVIX,UVIX[VIX恐慌指数2倍做多],-0.085,0
20220928,WEBS,WEBS[美国互联网指数3倍做空],-0.11,0
20220928,PDD,"PDD[PDD Holdings, Inc.]",0.033,0
20220927,PDD,"PDD[PDD Holdings, Inc.]",0.005,0
20220926,PDD,"PDD[PDD Holdings, Inc.]",0.01,0
20220923,PDD,"PDD[PDD Holdings, Inc.]",-0.054,0
20220922,PDD,"PDD[PDD Holdings, Inc.]",0.016,0
20220921,PDD,"PDD[PDD Holdings, Inc.]",-0.055,0
20220919,UVIX,UVIX[VIX恐慌指数2倍做多],-0.051,0
20220915,WEBS,WEBS[美国互联网指数3倍做空],0.023,0
20220914,WEBS,WEBS[美国互联网指数3倍做空],-0.033,0
20220912,SQQQ,SQQQ[纳斯达克3倍做空],-0.038,0
20220912,SOXS,SOXS[半导体指数3倍做空],-0.011,0
20220909,SQQQ,SQQQ[纳斯达克3倍做空],-0.066,0
20220909,SOXS,SOXS[半导体指数3倍做空],-0.073,0
20220909,UVIX,UVIX[VIX恐慌指数2倍做多],-0.027,0
20220908,SOXS,SOXS[半导体指数3倍做空],-0.052,0
20220908,ERX,ERX[美国能源指数2倍做多],0.008,0
20220908,UVIX,UVIX[VIX恐慌指数2倍做多],-0.031,0
20220907,UVIX,UVIX[VIX恐慌指数2倍做多],-0.109,0
20220907,WEBS,WEBS[美国互联网指数3倍做空],-0.094,0
20220902,ERX,ERX[美国能源指数2倍做多],0.04,0
20220831,YINN,YINN[富时中国3倍做多],0.065,0
20220831,ERX,ERX[美国能源指数2倍做多],-0.018,0
20220831,BHP,BHP[BHP Group Ltd.],-0.011,0
20220830,YINN,YINN[富时中国3倍做多],-0.083,0
20220829,YINN,YINN[富时中国3倍做多],-0.03,0
20220825,GBTC,GBTC[比特币ETF],-0.014,0
20220824,GBTC,GBTC[比特币ETF],0.004,0
20220824,UBER,"UBER[Uber Technologies, Inc.]",0.032,0
20220824,MU,"MU[Micron Technology, Inc.]",0.008,0
20220823,GBTC,GBTC[比特币ETF],0.047,0
20220822,GBTC,GBTC[比特币ETF],-0.026,0
20220819,GBTC,GBTC[比特币ETF],-0.084,0
20220809,ERX,ERX[美国能源指数2倍做多],0.038,0
20220809,WEBL,WEBL[美国互联网指数3倍做多],-0.063,0
20220809,GBTC,GBTC[比特币ETF],-0.052,0
20220808,ERX,ERX[美国能源指数2倍做多],0.011,0
20220805,ERX,ERX[美国能源指数2倍做多],0.04,0
20220805,GBTC,GBTC[比特币ETF],0.017,0
20220804,ERX,ERX[美国能源指数2倍做多],-0.079,0
20220804,GBTC,GBTC[比特币ETF],-0.037,0
20220803,ERX,ERX[美国能源指数2倍做多],-0.063,0
20220802,GBTC,GBTC[比特币ETF],-0.002,0
20220801,GBTC,GBTC[比特币ETF],-0.04,0
20220727,YANG,YANG[富时中国3倍做空],-0.036,0
20220725,YANG,YANG[富时中国3倍做空],-0.025,0
20220721,YANG,YANG[富时中国3倍做空],-0.023,0
20220720,YANG,YANG[富时中国3倍做空],0.021,0
20220719,YANG,YANG[富时中国3倍做空],-0.033,0
20220718,YANG,YANG[富时中国3倍做空],-0.061,0
20220718,XPEV,"XPEV[XPeng, Inc.]",-0.045,0
20220715,XPEV,"XPEV[XPeng, Inc.]",-0.014,0
20220714,TQQQ,TQQQ[纳斯达克3倍做多],0.011,0
20220714,XPEV,"XPEV[XPeng, Inc.]",0.006,0
20220714,BILI,"BILI[Bilibili, Inc.]",-0.062,0
20220713,TQQQ,TQQQ[纳斯达克3倍做多],-0.007,0
20220713,PILL,PILL[美国医药指数3倍做多],0.003,0
20220713,WEBL,WEBL[美国互联网指数3倍做多],-0.009,0
20220713,XPEV,"XPEV[XPeng, Inc.]",0.018,0
20220712,YINN,YINN[富时中国3倍做多],-0.024,0
20220712,TQQQ,TQQQ[纳斯达克3倍做多],-0.031,0
20220712,PILL,PILL[美国医药指数3倍做多],-0.031,0
20220712,WEBL,WEBL[美国互联网指数3倍做多],-0.044,0
20220712,XPEV,"XPEV[XPeng, Inc.]",-0.001,0
20220711,YINN,YINN[富时中国3倍做多],-0.132,0
20220711,TQQQ,TQQQ[纳斯达克3倍做多],-0.067,0
20220711,WEBL,WEBL[美国互联网指数3倍做多],-0.1,0
20220711,NFLX,"NFLX[Netflix, Inc.]",-0.052,0
20220711,ADBE,"ADBE[Adobe, Inc.]",-0.014,0
20220711,WFC,WFC[Wells Fargo & Co.],-0.01,0
20220711,XPEV,"XPEV[XPeng, Inc.]",-0.09,0
20220711,BILI,"BILI[Bilibili, Inc.]",-0.1,0
20220708,TQQQ,TQQQ[纳斯达克3倍做多],0.005,0
20220708,WEBL,WEBL[美国互联网指数3倍做多],-0.017,0
20220708,WFC,WFC[Wells Fargo & Co.],0.002,0
20220708,BILI,"BILI[Bilibili, Inc.]",-0.042,0
20220707,TQQQ,TQQQ[纳斯达克3倍做多],0.065,0
20220707,WEBL,WEBL[美国互联网指数3倍做多],0.079,0
20220707,WFC,WFC[Wells Fargo & Co.],0.017,0
20220706,YINN,YINN[富时中国3倍做多],-0.043,0
20220706,NFLX,"NFLX[Netflix, Inc.]",-0.01,0
20220706,WFC,WFC[Wells Fargo & Co.],-0.016,0
20220706,XPEV,"XPEV[XPeng, Inc.]",-0.043,0
20220706,BILI,"BILI[Bilibili, Inc.]",-0.054,0
20220701,CRM,"CRM[Salesforce, Inc.]",0.019,0
20220701,NFLX,"NFLX[Netflix, Inc.]",0.029,0
20220701,XPEV,"XPEV[XPeng, Inc.]",-0.046,0
20220701,BILI,"BILI[Bilibili, Inc.]",0.045,0
20220630,PILL,PILL[美国医药指数3倍做多],-0.027,0
20220630,NFLX,"NFLX[Netflix, Inc.]",-0.02,0
20220630,BILI,"BILI[Bilibili, Inc.]",-0.018,0
20220629,NFLX,"NFLX[Netflix, Inc.]",-0.007,0
20220629,BILI,"BILI[Bilibili, Inc.]",-0.043,0
20220628,TSLA,"TSLA[Tesla, Inc.]",-0.05,0
20220628,NFLX,"NFLX[Netflix, Inc.]",-0.05,0
20220623,YINN,YINN[富时中国3倍做多],0.046,0
20220622,YINN,YINN[富时中国3倍做多],-0.057,0
20220622,BABA,BABA[Alibaba Group Holding Ltd.],-0.012,0
20220622,BILI,"BILI[Bilibili, Inc.]",-0.034,0
20220621,BABA,BABA[Alibaba Group Holding Ltd.],0.042,0
20220617,BABA,BABA[Alibaba Group Holding Ltd.],0.008,0
20220617,BILI,"BILI[Bilibili, Inc.]",0.019,0
20220616,BABA,BABA[Alibaba Group Holding Ltd.],-0.062,0
20220616,BILI,"BILI[Bilibili, Inc.]",-0.042,0
20220615,AMD,"AMD[Advanced Micro Devices, Inc.]",0.027,0
20220615,BABA,BABA[Alibaba Group Holding Ltd.],0.027,0
20220615,BILI,"BILI[Bilibili, Inc.]",0.044,0
20220614,AMD,"AMD[Advanced Micro Devices, Inc.]",0.0,0
20220614,BABA,BABA[Alibaba Group Holding Ltd.],0.07,0
20220614,HDB,HDB[HDFC Bank Ltd.],0.001,0
20220614,NOW,"NOW[ServiceNow, Inc.]",0.01,0
20220614,BILI,"BILI[Bilibili, Inc.]",0.099,0
20220613,GOOGL,"GOOGL[Alphabet, Inc.]",-0.043,0
20220613,AMD,"AMD[Advanced Micro Devices, Inc.]",-0.083,0
20220613,BABA,BABA[Alibaba Group Holding Ltd.],-0.106,0
20220613,HDB,HDB[HDFC Bank Ltd.],-0.051,0
20220613,NOW,"NOW[ServiceNow, Inc.]",-0.069,0
20220613,BILI,"BILI[Bilibili, Inc.]",-0.1,0
20220610,PILL,PILL[美国医药指数3倍做多],-0.077,0
20220610,NVDA,NVDA[NVIDIA Corp.],-0.06,0
20220610,NFLX,"NFLX[Netflix, Inc.]",-0.051,0
20220610,AMD,"AMD[Advanced Micro Devices, Inc.]",-0.04,0
20220610,PILL,PILL[美国医药指数3倍做多],-0.077,0
20220610,NVDA,NVDA[NVIDIA Corp.],-0.06,0
20220610,NFLX,"NFLX[Netflix, Inc.]",-0.051,0
20220610,AMD,"AMD[Advanced Micro Devices, Inc.]",-0.04,0
20220610,BILI,"BILI[Bilibili, Inc.]",0.031,0
20220609,PILL,PILL[美国医药指数3倍做多],-0.076,0
20220609,SCHW,SCHW[The Charles Schwab Corp.],-0.023,0
20220609,BILI,"BILI[Bilibili, Inc.]",-0.148,0
20220524,AMD,"AMD[Advanced Micro Devices, Inc.]",-0.041,0
20220509,QCOM,"QCOM[QUALCOMM, Inc.]",-0.042,0
20220503,XPEV,"XPEV[XPeng, Inc.]",0.009,0
20220502,XPEV,"XPEV[XPeng, Inc.]",0.032,0
20220426,ASML,ASML[ASML Holding NV],-0.067,0
20220425,ASML,ASML[ASML Holding NV],-0.013,0
20220421,TSLA,"TSLA[Tesla, Inc.]",0.032,0
20220420,TSLA,"TSLA[Tesla, Inc.]",-0.05,0
20220419,TSLA,"TSLA[Tesla, Inc.]",0.024,0
20220418,TSLA,"TSLA[Tesla, Inc.]",0.02,0
20220414,TSLA,"TSLA[Tesla, Inc.]",-0.037,0
20220413,TQQQ,TQQQ[纳斯达克3倍做多],0.062,0
20220413,TSLA,"TSLA[Tesla, Inc.]",0.036,0
20220412,TQQQ,TQQQ[纳斯达克3倍做多],-0.013,0
20220412,TSLA,"TSLA[Tesla, Inc.]",0.011,0
20220412,CRM,"CRM[Salesforce, Inc.]",-0.003,0
20220411,TQQQ,TQQQ[纳斯达克3倍做多],-0.073,0
20220411,TSLA,"TSLA[Tesla, Inc.]",-0.048,0
20220408,TQQQ,TQQQ[纳斯达克3倍做多],-0.042,0
20220408,TSLA,"TSLA[Tesla, Inc.]",-0.03,0
20220408,XPEV,"XPEV[XPeng, Inc.]",-0.034,0
20220407,TQQQ,TQQQ[纳斯达克3倍做多],0.007,0
20220407,WEBL,WEBL[美国互联网指数3倍做多],-0.013,0
20220407,XPEV,"XPEV[XPeng, Inc.]",-0.028,0
20220406,TQQQ,TQQQ[纳斯达克3倍做多],-0.067,0
20220406,WEBL,WEBL[美国互联网指数3倍做多],-0.109,0
20220406,ASML,ASML[ASML Holding NV],-0.028,0
20220405,SOXL,SOXL[半导体指数3倍做多],-0.135,0
20220404,SOXL,SOXL[半导体指数3倍做多],0.047,0
20220401,SOXL,SOXL[半导体指数3倍做多],-0.065,0
20220331,SOXL,SOXL[半导体指数3倍做多],-0.063,0
20220331,WEBL,WEBL[美国互联网指数3倍做多],-0.044,0
20220331,QCOM,"QCOM[QUALCOMM, Inc.]",0.001,0
20220331,BILI,"BILI[Bilibili, Inc.]",-0.094,0
20220330,QCOM,"QCOM[QUALCOMM, Inc.]",-0.054,0
20220330,BILI,"BILI[Bilibili, Inc.]",-0.05,0
20220329,BILI,"BILI[Bilibili, Inc.]",0.041,0
20220328,BILI,"BILI[Bilibili, Inc.]",0.037,0
20220325,BILI,"BILI[Bilibili, Inc.]",-0.092,0
20220324,BILI,"BILI[Bilibili, Inc.]",-0.039,0
20220323,SOXL,SOXL[半导体指数3倍做多],-0.074,0
20220323,WEBL,WEBL[美国互联网指数3倍做多],-0.049,0
20220321,GBTC,GBTC[比特币ETF],-0.035,0
20220317,GBTC,GBTC[比特币ETF],0.005,0
20220316,GBTC,GBTC[比特币ETF],0.044,0
20220225,PDD,"PDD[PDD Holdings, Inc.]",0.012,0
20220224,GBTC,GBTC[比特币ETF],0.037,0
20220224,PDD,"PDD[PDD Holdings, Inc.]",-0.015,0
20220223,GBTC,GBTC[比特币ETF],-0.012,0
20220222,GBTC,GBTC[比特币ETF],-0.05,0
20220222,NVDA,NVDA[NVIDIA Corp.],-0.011,0
20220222,BILI,"BILI[Bilibili, Inc.]",-0.095,0
20220218,CWEB,CWEB[中国互联网2倍做多],-0.1,0
20220218,GBTC,GBTC[比特币ETF],-0.037,0
20220218,NVDA,NVDA[NVIDIA Corp.],-0.035,0
20220218,BILI,"BILI[Bilibili, Inc.]",-0.062,0
20220217,CWEB,CWEB[中国互联网2倍做多],-0.02,0
20220217,GBTC,GBTC[比特币ETF],-0.089,0
20220217,BILI,"BILI[Bilibili, Inc.]",-0.034,0
20220215,CWEB,CWEB[中国互联网2倍做多],0.084,0
20220214,CWEB,CWEB[中国互联网2倍做多],-0.013,0
20220214,NVDA,NVDA[NVIDIA Corp.],0.013,0
20220211,CWEB,CWEB[中国互联网2倍做多],-0.07,0
20220211,NVDA,NVDA[NVIDIA Corp.],-0.073,0
20220210,CWEB,CWEB[中国互联网2倍做多],-0.033,0
20220203,UBER,"UBER[Uber Technologies, Inc.]",-0.071,0
20220202,UBER,"UBER[Uber Technologies, Inc.]",-0.037,0
20220125,BABA,BABA[Alibaba Group Holding Ltd.],-0.01,0
20220124,BABA,BABA[Alibaba Group Holding Ltd.],-0.024,0
20220121,BABA,BABA[Alibaba Group Holding Ltd.],-0.061,0
20220118,UBER,"UBER[Uber Technologies, Inc.]",-0.075,0
20220114,SOXS,SOXS[半导体指数3倍做空],-0.071,0
20220113,SOXS,SOXS[半导体指数3倍做空],0.07,0
20220107,PILL,PILL[美国医药指数3倍做多],0.006,0
20220106,PILL,PILL[美国医药指数3倍做多],-0.01,0
20220105,PILL,PILL[美国医药指数3倍做多],-0.058,0
20211215,SQQQ,SQQQ[纳斯达克3倍做空],-0.07,0
20211213,SQQQ,SQQQ[纳斯达克3倍做空],0.047,0
20211210,SQQQ,SQQQ[纳斯达克3倍做空],-0.034,0
20211209,SQQQ,SQQQ[纳斯达克3倍做空],0.044,0
20211208,SQQQ,SQQQ[纳斯达克3倍做空],-0.012,0
20211207,SQQQ,SQQQ[纳斯达克3倍做空],-0.096,0
20211005,PDD,"PDD[PDD Holdings, Inc.]",0.028,0
20211004,PDD,"PDD[PDD Holdings, Inc.]",-0.035,0
20211001,PDD,"PDD[PDD Holdings, Inc.]",-0.028,0
20210930,PDD,"PDD[PDD Holdings, Inc.]",0.018,0
20210929,PDD,"PDD[PDD Holdings, Inc.]",0.001,0
20210928,PDD,"PDD[PDD Holdings, Inc.]",-0.076,0
20210927,PDD,"PDD[PDD Holdings, Inc.]",0.019,0
20210924,PDD,"PDD[PDD Holdings, Inc.]",-0.038,0
20210922,PDD,"PDD[PDD Holdings, Inc.]",0.026,0
20210921,ERX,ERX[美国能源指数2倍做多],0.004,0
20210921,PDD,"PDD[PDD Holdings, Inc.]",0.01,0
20210920,ERX,ERX[美国能源指数2倍做多],-0.075,0
20210920,PDD,"PDD[PDD Holdings, Inc.]",-0.065,0
20210916,YINN,YINN[富时中国3倍做多],-0.047,0
20210915,YINN,YINN[富时中国3倍做多],-0.02,0
20210915,CWEB,CWEB[中国互联网2倍做多],-0.032,0
20210914,YINN,YINN[富时中国3倍做多],-0.067,0
20210914,CWEB,CWEB[中国互联网2倍做多],-0.061,0
20210913,CWEB,CWEB[中国互联网2倍做多],-0.037,0
20210910,CWEB,CWEB[中国互联网2倍做多],-0.027,0
20210827,WEBS,WEBS[美国互联网指数3倍做空],-0.044,0
20210826,WEBS,WEBS[美国互联网指数3倍做空],0.007,0
20210825,WEBS,WEBS[美国互联网指数3倍做空],-0.011,0
20210824,WEBS,WEBS[美国互联网指数3倍做空],-0.028,0
20210823,WEBS,WEBS[美国互联网指数3倍做空],-0.048,0
20210818,GBTC,GBTC[比特币ETF],-0.035,0
20210709,XPEV,"XPEV[XPeng, Inc.]",-0.002,0
20210708,XPEV,"XPEV[XPeng, Inc.]",-0.035,0
20210707,XPEV,"XPEV[XPeng, Inc.]",-0.059,0
20210622,XPEV,"XPEV[XPeng, Inc.]",-0.083,0
20210608,SQQQ,SQQQ[纳斯达克3倍做空],-0.001,0
20210608,PDD,"PDD[PDD Holdings, Inc.]",-0.007,0
20210607,SQQQ,SQQQ[纳斯达克3倍做空],-0.009,0
20210604,SQQQ,SQQQ[纳斯达克3倍做空],-0.054,0
20210603,SQQQ,SQQQ[纳斯达克3倍做空],0.032,0
20210602,SQQQ,SQQQ[纳斯达克3倍做空],-0.006,0
20210601,SQQQ,SQQQ[纳斯达克3倍做空],0.01,0
20210601,SOXS,SOXS[半导体指数3倍做空],0.012,0
20210528,SOXS,SOXS[半导体指数3倍做空],-0.023,0
20210527,SOXS,SOXS[半导体指数3倍做空],-0.018,0
20210526,SOXS,SOXS[半导体指数3倍做空],-0.01,0
20210525,SOXS,SOXS[半导体指数3倍做空],-0.009,0
20210524,SQQQ,SQQQ[纳斯达克3倍做空],-0.052,0
20210524,SOXS,SOXS[半导体指数3倍做空],-0.068,0
20210521,SOXS,SOXS[半导体指数3倍做空],0.013,0
20210520,SQQQ,SQQQ[纳斯达克3倍做空],-0.06,0
20210520,SOXS,SOXS[半导体指数3倍做空],-0.08,0
20210519,SOXS,SOXS[半导体指数3倍做空],-0.062,0
20210517,SOXS,SOXS[半导体指数3倍做空],0.023,0
20210514,SOXS,SOXS[半导体指数3倍做空],-0.088,0
20210511,TQQQ,TQQQ[纳斯达克3倍做多],-0.005,0
20210507,SOXS,SOXS[半导体指数3倍做空],-0.045,0
20210507,BILI,"BILI[Bilibili, Inc.]",-0.023,0
20210506,BILI,"BILI[Bilibili, Inc.]",-0.009,0
20210430,PDD,"PDD[PDD Holdings, Inc.]",-0.026,0
20210429,XPEV,"XPEV[XPeng, Inc.]",-0.037,0
20210428,XPEV,"XPEV[XPeng, Inc.]",0.003,0
20210427,XPEV,"XPEV[XPeng, Inc.]",-0.043,0
20210426,XPEV,"XPEV[XPeng, Inc.]",-0.009,0
20210423,XPEV,"XPEV[XPeng, Inc.]",0.029,0
20210407,XPEV,"XPEV[XPeng, Inc.]",-0.079,0
20210406,SQQQ,SQQQ[纳斯达克3倍做空],0.003,0
20210406,WEBS,WEBS[美国互联网指数3倍做空],-0.019,0
20210405,WEBS,WEBS[美国互联网指数3倍做空],-0.03,0
20210401,SQQQ,SQQQ[纳斯达克3倍做空],-0.053,0
20210401,WEBS,WEBS[美国互联网指数3倍做空],-0.076,0
20210331,SQQQ,SQQQ[纳斯达克3倍做空],-0.047,0
20210331,WEBS,WEBS[美国互联网指数3倍做空],-0.068,0
20210330,SQQQ,SQQQ[纳斯达克3倍做空],0.015,0
20210330,WEBS,WEBS[美国互联网指数3倍做空],0.012,0
20210329,SQQQ,SQQQ[纳斯达克3倍做空],0.002,0
20210329,WEBS,WEBS[美国互联网指数3倍做空],0.017,0
20210326,SQQQ,SQQQ[纳斯达克3倍做空],-0.046,0
20210326,WEBS,WEBS[美国互联网指数3倍做空],-0.049,0
20210325,SQQQ,SQQQ[纳斯达克3倍做空],0.005,0
20210325,WEBS,WEBS[美国互联网指数3倍做空],0.015,0
20210324,SQQQ,SQQQ[纳斯达克3倍做空],0.051,0
20210322,WEBS,WEBS[美国互联网指数3倍做空],-0.043,0
20210319,WEBS,WEBS[美国互联网指数3倍做空],-0.045,0
20210318,WEBS,WEBS[美国互联网指数3倍做空],0.108,0
20210317,SQQQ,SQQQ[纳斯达克3倍做空],-0.012,0
20210317,WEBS,WEBS[美国互联网指数3倍做空],-0.013,0
20210316,SQQQ,SQQQ[纳斯达克3倍做空],-0.017,0
20210316,WEBS,WEBS[美国互联网指数3倍做空],0.011,0
20210315,SQQQ,SQQQ[纳斯达克3倍做空],-0.033,0
20210315,SOXS,SOXS[半导体指数3倍做空],-0.069,0
20210315,WEBS,WEBS[美国互联网指数3倍做空],-0.036,0
20210312,SQQQ,SQQQ[纳斯达克3倍做空],0.025,0
20210312,SOXS,SOXS[半导体指数3倍做空],0.032,0
